,recommend,review
1890,0,husband ate lunch disappointed food service 
1891,0,red curry much bamboo shoots not tasty 
1892,1,nice blanket moz top but feel like done cover subpar food 
1893,1,bathrooms clean place well decorated 
1894,0,menu always changing food quality going service extremely slow 
1895,0,service little slow considering served 3 people servers food coming slow pace 
1896,0,give 2 thumbs 
1897,0,watched waiter pay lot attention tables ignore us 
1898,1,came middle day greeted seated right away 
1899,1,great restaurant mandalay bay 
1900,0,waited forty five minutes vain 
1901,0,crostini came salad stale 
1902,1,highlights great quality nigiri 
1903,1,staff friendly joint always clean 
1904,1,different cut piece day but still wonderful tender well well flavored 
1905,1,ordered voodoo pasta first time 'd really excellent pasta since going gluten free several years ago 
1906,1,place good 
1907,0,unfortunately must hit bakery leftover day everything ordered stale 
1908,0,came back today since relocated still not impressed 
1909,1,seated immediately 
1910,1,menu diverse reasonably priced 
1911,0,avoid cost 
1912,1,restaurant always full but never wait 
1913,1,delicious 
1914,1,place hands-down one best places eat phoenix metro area 
1915,0,not go looking good food 
1916,0,'ve never treated bad 
1917,1,bacon hella salty 
1918,0,also ordered spinach avocado salad ingredients sad dressing literally zero taste 
1919,1,really vegas fine dining used right menus handed ladies prices listed 
1920,1,waitresses friendly 
1921,1,lordy khao soi dish not missed curry lovers 
1922,1,everything menu terrific also thrilled made amazing accommodations vegetarian daughter 
1923,0,perhaps caught night judging reviews but 'm not inspired go back 
1924,0,service leaves lot desired 
1925,1,atmosphere modern hip maintaining touch coziness 
1926,1,not weekly haunt but definitely place come back every 
1927,0,literally sat 20 minutes one asking take order 
1928,0,burger absolutely flavor meat totally bland burger overcooked charcoal flavor 
1929,0,also decided not send back waitress looked like verge heart attack 
1930,0,dressed treated rudely 
1931,0,probably dirt 
1932,1,love place hits spot want something healthy but not lacking quantity flavor 
1933,1,ordered lemon raspberry ice cocktail also incredible 
1934,0,food sucked expected but sucked could imagined 
1935,1,interesting decor 
1936,1,really like crepe station 
1937,1,also served hot bread butter home made potato chips bacon bits top original good 
1938,1,watch preparing delicious food 
1939,1,egg rolls fantastic 
1940,0,order arrived one gyros missing 
1941,1,salad wings ice cream dessert left feeling quite satisfied 
1942,0,'m not really sure joey voted best hot dog valley readers phoenix magazine 
1943,1,best place go tasty bowl pho 
1944,0,live music fridays totally blows 
1945,0,'ve never insulted felt disrespected 
1946,1,friendly staff 
1947,1,worth drive 
1948,1,heard good things place but exceeding every hope could dreamed 
1949,1,food great serivce 
1950,0,warm beer not help 
1951,1,great brunch spot 
1952,1,service friendly inviting 
1953,1,good lunch spot 
1954,0,'ve lived since 1979 first last time 've stepped foot place 
1955,0,worst experience ever 
1956,0,must night place 
1957,1,sides delish mixed mushrooms yukon gold puree white corn beateous 
1958,0,bug never showed would given 4 sure but side wall bug climbing kitchen 
1959,0,10 minutes waiting salad realized not coming time soon 
1960,1,friend loved salmon tartar 
1961,0,not go back 
1962,1,extremely tasty 
1963,1,waitress good though 
1964,0,soggy not good 
1965,1,jamaican mojitos delicious 
1966,0,small not worth price 
1967,1,food rich order accordingly 
1968,0,shower area outside rinse not take full shower unless not mind nude everyone see 
1969,0,service bit lacking 
1970,0,lobster bisque bussell sprouts risotto filet needed salt pepper .. course none tables 
1971,0,hopefully bodes going business someone cook come 
1972,0,either cold not enough flavor bad 
1973,1,loved bacon wrapped dates 
1974,1,unbelievable bargain 
1975,1,folks otto always make us feel welcome special 
1976,0,mains also uninspired 
1977,1,place first pho amazing 
1978,1,wonderful experience made place must-stop whenever town 
1979,0,food not bad enough enjoy dealing world worst/annoying drunk people 
1980,1,fun chef 
1981,0,ordered double cheeseburger got single patty falling apart picture uploaded yeah still sucks 
1982,1,great place couple drinks watch sporting events walls covered tv 
1983,0,possible give zero stars 'd 
1984,0,descriptions said yum yum sauce another said eel sauce yet another said spicy mayo well none rolls sauces 
1985,1,'d say would hardest decision honestly dishes taste supposed taste amazing 
1986,0,not rolled eyes may stayed not sure go back try 
1987,1,everyone attentive providing excellent customer service 
1988,0,horrible not waste time money 
1989,1,dish quite flavourful 
1990,0,time side restaurant almost empty excuse 
1991,0,not busy either also building freezing cold 
1992,0,like reviewer said could not pay eat place 
1993,0,-drinks took close 30 minutes come one point 
1994,1,seriously flavorful delights folks 
1995,1,much better ayce sushi place went vegas 
1996,1,lighting dark enough set mood 
1997,0,based sub-par service received effort show gratitude business not going back 
1998,1,owner really great people 
1999,0,nothing privileged working/eating 
2000,1,greek dressing creamy flavorful 
2001,0,overall not think would take parents place made similar complaints silently felt 
2002,1,pizza good peanut sauce tasty 
2003,1,7 table service pretty fast 
2004,1,fantastic service 
2005,0,well would 've given godfathers zero stars possible 
2006,1,know make 
2007,0,tough short flavor 
2008,1,hope place sticks around 
2009,0,bars vegas not ever recall charged tap water 
2010,1,restaurant atmosphere exquisite 
2011,1,good service clean inexpensive boot 
2012,1,seafood fresh generous portion 
2013,1,plus 8 bucks 
2014,0,service not par either 
2015,1,thus far visited twice food absolutely delicious time 
2016,1,good year ago 
2017,0,self proclaimed coffee cafe wildly disappointed 
2018,1,veggitarian platter world 
2019,1,cant go wrong food 
2020,1,not beat 
2021,1,stopped place madison ironman friendly kind staff 
2022,1,chefs friendly good job 
2023,0,'ve better not dedicated boba tea spots but even jenni pho 
2024,1,liked patio service outstanding 
2025,1,goat taco not skimp meat wow flavor 
2026,0,think not 
2027,0,mac salad pretty bland not getting 
2028,1,went bachi burger friend recommendation not disappointed 
2029,0,service stinks 
2030,0,waited waited 
2031,0,place not quality sushi not quality restaurant 
2032,1,would definitely recommend wings well pizza 
2033,1,great pizza salads 
2034,0,things went wrong burned saganaki 
2035,0,waited hour breakfast could done 100 times better home 
2036,1,place amazing 
2037,0,hate disagree fellow yelpers but husband disappointed place 
2038,0,waited 2 hours never got either pizzas many around us came later 
2039,0,not know slow 
2040,1,staff great food delish incredible beer selection 
2041,0,live neighborhood disappointed not back convenient location 
2042,1,not know pulled pork could soooo delicious 
2043,1,get incredibly fresh fish prepared care 
2044,0,go gave 1 star rating please know third time eating bachi burger writing review 
2045,1,love fact everything menu worth 
2046,0,never dining place 
2047,1,food excellent service good 
2048,1,good beer drink selection good food selection 
2049,0,please stay away shrimp stir fried noodles 
2050,0,potato chip order sad could probably count many chips box probably around 12 
2051,0,food really boring 
2052,1,good service-check 
2053,0,greedy corporation never see another dime 
2054,0,never ever go back 
2055,0,much 'd like go back not get passed atrocious service never return 
2056,1,summer dine charming outdoor patio delightful 
2057,1,not expect good 
2058,1,fantastic food 
2059,0,ordered toasted english muffin came untoasted 
2060,1,food good 
2061,0,never going back 
2062,1,great food price high quality house made 
2063,0,bus boy hand rude 
2064,0,point friends basically figured place joke not mind making publicly loudly known 
2065,1,back good bbq lighter fare reasonable pricing tell public back old ways 
2066,1,considering two us left full happy 20 not go wrong 
2067,1,bread made in-house 
2068,0,downside service 
2069,0,also fries without doubt worst fries 've ever 
2070,1,service exceptional food good reviews 
2071,1,couple months later returned amazing meal 
2072,1,favorite place town shawarrrrrrma 
2073,1,black eyed peas sweet potatoes unreal 
2074,1,not disappointed 
2075,1,could serve vinaigrette may make better overall dish but still good 
2076,0,go far many places 've never seen restaurant serves 1 egg breakfast especially 4.00 
2077,0,mom got home immediately got sick bites salad 
2078,0,servers not pleasant deal not always honor pizza hut coupons 
2079,1,truly unbelievably good glad went back 
2080,1,fantastic service pleased atmosphere 
2081,0,everything gross 
2082,1,love place 
2083,1,great service food 
2084,0,first bathrooms location dirty- seat covers not replenished plain yucky 
2085,0,burger got gold standard 17 burger kind disappointed 
2086,1,omg food delicioso 
2087,0,nothing authentic place 
2088,0,spaghetti nothing special whatsoever 
2089,1,dishes salmon best but great 
2090,1,vegetables fresh sauce feels like authentic thai 
2091,1,worth driving tucson 
2092,0,selection probably worst 've seen vegas none 
2093,1,pretty good beer selection 
2094,1,place like chipotle but better 
2095,1,classy/warm atmosphere fun fresh appetizers succulent steaks baseball steak 
2096,1,5 stars brick oven bread app 
2097,1,eaten multiple times time food delicious 
2098,0,sat another ten minutes finally gave left 
2099,0,terrible 
2100,1,everyone treated equally special 
2101,0,not take 30 min pancakes eggs 
2102,1,delicious 
2103,1,good side staff genuinely pleasant enthusiastic real treat 
2104,0,sadly gordon ramsey steak place shall sharply avoid next trip vegas 
2105,1,always evening wonderful food delicious 
2106,1,best fish 've ever life 
2107,1,bathroom next door nice 
2108,0,buffet small food offered bland 
2109,1,outstanding little restaurant best food ever tasted 
2110,1,pretty cool would say 
2111,0,definitely turn doubt back unless someone else buying 
2112,1,server great job handling large rowdy table 
2113,0,find wasting food despicable but not food 
2114,0,wife lobster bisque soup lukewarm 
2115,1,would come back sushi craving vegas 
2116,1,staff great ambiance great 
2117,1,deserves 5 stars 
2118,0,left stomach ache felt sick rest day 
2119,0,dropped ball 
2120,1,dining space tiny but elegantly decorated comfortable 
2121,1,customize order way 'd like usual eggplant green bean stir fry love 
2122,0,beans rice mediocre best 
2123,1,best tacos town far 
2124,0,took back money got outta 
2125,1,interesting part town place amazing 
2126,0,rude inconsiderate management 
2127,0,staff not friendly wait times served horrible one even says hi first 10 minutes 
2128,0,not back 
2129,1,great dinners 
2130,1,service outshining definitely recommend halibut 
2131,0,food terrible 
2132,0,never ever go back told many people happened 
2133,0,not recommend unless car breaks front starving 
2134,1,come back every time 'm vegas 
2135,0,place deserves one star 90 food 
2136,0,disgrace 
2137,1,def coming back bowl next time 
2138,1,want healthy authentic ethic food try place 
2139,1,continue come ladies night andddd date night highly recommend place anyone area 
2140,1,several times past experience always great 
2141,1,walked away stuffed happy first vegas buffet experience 
2142,1,service excellent prices pretty reasonable considering vegas located inside crystals shopping mall aria 
2143,1,summarize food incredible nay transcendant but nothing brings joy quite like memory pneumatic condiment dispenser 
2144,0,'m probably one people ever go ians not like 
2145,1,kids pizza always hit lots great side dish options kiddos 
2146,1,service perfect family atmosphere nice see 
2147,1,cooked perfection service impeccable 
2148,0,one simply disappointment 
2149,0,overall disappointed quality food bouchon 
2150,0,not accountant know 'm getting screwed 
2151,1,great place eat reminds little mom pop shops san francisco bay area 
2152,1,today first taste buldogis gourmet hot dog tell ever thought possible 
2153,0,left frustrated 
2154,1,definitely soon 
2155,1,food really good got full petty fast 
2156,1,service fantastic 
2157,0,total waste time 
2158,1,not know kind but best iced tea 
2159,1,come hungry leave happy stuffed 
2160,0,service give stars 
2161,1,assure not disappointed 
2162,0,take little bad service but food sucks 
2163,0,gave trying eat crust teeth still sore 
2164,0,but completely grossed 
2165,1,really enjoyed eating 
2166,1,first time going but think quickly become regular 
2167,1,server nice even though looked little overwhelmed needs stayed professional friendly end 
2168,1,dinner companions told everything fresh nice texture taste 
2169,0,ground right next table large smeared been-stepped-in-and-tracked-everywhere pile green bird poop 
2170,0,furthermore not even find hours operation website 
2171,0,'ve tried like place but 10+ times think done 
2172,0,mistake 
2173,1,complaints 
2174,1,seriously good pizza 'm expert/connisseur topic 
2175,0,waiter jerk 
2176,0,strike 2 wants rushed 
2177,1,nicest restaurant owners 've ever come across 
2178,0,never come 
2179,1,loved biscuits 
2180,1,service quick friendly 
2181,0,ordered appetizer took 40 minutes pizza another 10 minutes 
2182,1,absolutley fantastic 
2183,0,huge awkward 1.5lb piece cow 3/4ths gristle fat 
2184,1,definitely come back 
2185,1,like steiners dark feels like bar 
2186,1,wow spicy but delicious 
2187,1,not familiar check 
2188,0,take business dinner dollars elsewhere 
2189,1,'d love go back 
2190,1,anyway fs restaurant wonderful breakfast/lunch 
2191,0,nothing special 
2192,1,day week different deal delicious 
2193,1,not mention combination pears almonds bacon big winner 
2194,0,not back 
2195,0,sauce tasteless 
2196,1,food delicious spicy enough sure ask spicier prefer way 
2197,1,ribeye steak cooked perfectly great mesquite flavor 
2198,0,not think going back anytime soon 
2199,1,food gooodd 
2200,0,far sushi connoisseur but definitely tell difference good food bad food certainly bad food 
2201,0,insulted 
2202,0,last 3 times lunch bad 
2203,0,chicken wings contained driest chicken meat ever eaten 
2204,1,food good enjoyed every mouthful enjoyable relaxed venue couples small family groups etc 
2205,1,nargile think great 
2206,1,best tater tots southwest 
2207,1,loved place 
2208,0,definitely not worth 3 paid 
2209,1,vanilla ice cream creamy smooth profiterole choux pastry fresh enough 
2210,1,im az time new spot 
2211,0,manager worst 
2212,1,inside really quite nice clean 
2213,1,food outstanding prices reasonable 
2214,0,not think running back carly anytime soon food 
2215,0,due fact took 20 minutes acknowledged another 35 minutes get food kept forgetting things 
2216,1,love margaritas 
2217,1,first vegas buffet not disappoint 
2218,1,good though 
2219,0,one note ventilation could use upgrading 
2220,1,great pork sandwich 
2221,0,not waste time 
2222,0,total letdown would much rather go camelback flower shop cartel coffee 
2223,0,third cheese friend burger cold 
2224,1,enjoy pizza brunch 
2225,1,steaks well trimmed also perfectly cooked 
2226,1,group 70+ claimed would 40 handled us beautifully 
2227,1,loved 
2228,0,asked bill leave without eating not bring either 
2229,1,place jewel las vegas exactly 've hoping find nearly ten years living 
2230,0,seafood limited boiled shrimp crab legs but crab legs definitely not taste fresh 
2231,0,selection food not best 
2232,1,delicious absolutely back 
2233,1,not small family restaurant fine dining establishment 
2234,1,toro tartare cavier extraordinary liked thinly sliced wagyu white truffle 
2235,0,dont think back long time 
2236,0,attached gas station rarely good sign 
2237,1,awesome 
2238,1,back many times soon 
2239,1,menu much good stuff could not decide 
2240,0,worse humiliated worker right front .. bunch horrible name callings 
2241,1,conclusion filling meals 
2242,1,daily specials always hit group 
2243,0,tragedy struck 
2244,1,pancake also really good pretty large 
2245,1,first crawfish experience delicious 
2246,1,monster chicken fried steak eggs time favorite 
2247,1,waitress sweet funny 
2248,1,also taste mom multi-grain pumpkin pancakes pecan butter amazing fluffy delicious 
2249,0,'d rather eat airline food seriously 
2250,1,cant say enough good things place 
2251,1,ambiance incredible 
2252,1,waitress manager friendly 
2253,0,would not recommend place 
2254,0,overall not impressed noca 
2255,0,gyro basically lettuce 
2256,0,terrible service 
2257,0,thoroughly disappointed 
2258,1,not much pasta but love homemade /hand made pastas thin pizzas 
2259,1,give try happy 
2260,1,far best cheesecurds ever 
2261,1,reasonably priced also 
2262,1,everything perfect night 
2263,1,food good typical bar food 
2264,0,drive get 
2265,1,first glance lovely bakery cafe nice ambiance clean friendly staff 
2266,0,anyway not think go back 
2267,1,point finger item menu order not disappointed 
2268,1,oh thing beauty restaurant 
2269,1,not gone go 
2270,0,greasy unhealthy meal 
2271,0,first time might last 
2272,1,burgers amazing 
2273,0,similarly delivery man not say word apology food 45 minutes late 
2274,0,way expensive 
2275,1,sure order dessert even need pack to-go tiramisu cannoli die 
2276,1,first time not wait next 
2277,1,bartender also nice 
2278,1,everything good tasty 
2279,1,place two thumbs way 
2280,1,best place vegas breakfast check sat sun 
2281,1,love authentic mexican food want whole bunch interesting yet delicious meats choose need try place 
2282,0,terrible management 
2283,1,excellent new restaurant experienced frenchman 
2284,0,zero stars would give zero stars 
2285,1,great steak great sides great wine amazing desserts 
2286,0,worst martini ever 
2287,1,steak shrimp opinion best entrees gc 
2288,1,opportunity today sample amazing pizzas 
2289,0,waited thirty minutes seated although 8 vacant tables folks waiting 
2290,1,yellowtail carpaccio melt mouth fresh 
2291,0,not try going back even empty 
2292,0,'m going eat potato found strangers hair 
2293,1,spicy enough .. perfect actually 
2294,1,last night second time dining happy decided go back 
2295,0,not even hello right 
2296,0,desserts bit strange 
2297,1,boyfriend came first time recent trip vegas could not pleased quality food service 
2298,1,really recommend place go wrong donut place 
2299,1,nice ambiance 
2300,1,would recommend saving room 
2301,0,guess maybe went night but disgraceful 
2302,0,however recent experience particular location not good 
2303,0,know not like restaurants something 
2304,0,avoid establishment 
2305,0,think restaurant suffers not trying hard enough 
2306,1,tapas dishes delicious 
2307,1,heart place 
2308,0,salad bland vinegrette baby greens hearts palm 
2309,0,two felt disgusting 
2310,1,good time 
2311,1,believe place great stop huge belly hankering sushi 
2312,1,generous portions great taste 
2313,0,never go back place never ever recommended place anyone 
2314,0,servers went back forth several times not even much helped 
2315,1,food delicious 
2316,0,hour seriously 
2317,0,consider theft 
2318,0,eew location needs complete overhaul 
2319,0,recently witnessed poor quality management towards guests well 
2320,0,waited waited waited 
2321,1,also came back check us regularly excellent service 
2322,1,server super nice checked us many times 
2323,0,pizza tasted old super chewy not good way 
2324,0,swung give try but deeply disappointed 
2325,1,service good company better 
2326,1,staff also friendly efficient 
2327,1,service 'm fan quick served nice folks 
2328,0,boy sucker dry 
2329,0,rated 
2330,0,look authentic thai food go else 
2331,1,steaks 100 recommended 
2332,0,pulled car waited another 15 minutes acknowledged 
2333,1,great food great service clean friendly setting 
2334,1,assure back 
2335,0,hate things much cheap quality black olives 
2336,1,breakfast perpared great beautiful presentation 3 giant slices toast lightly dusted powdered sugar 
2337,0,kids play area nasty 
2338,1,great place fo take eat 
2339,1,waitress friendly happy accomodate vegan/veggie options 
2340,1,omg felt like never eaten thai food dish 
2341,0,extremely crumby pretty tasteless 
2342,0,pale color instead nice char flavor 
2343,1,croutons also taste homemade extra plus 
2344,0,got home see driest damn wings ever 
2345,1,regular stop trips phoenix 
2346,1,really enjoyed crema expanded even told friends best breakfast 
2347,0,not good money 
2348,1,miss wish one philadelphia 
2349,0,got sitting fairly fast but ended waiting 40 minutes place order another 30 minutes food arrived 
2350,1,also best cheese crisp town 
2351,1,good value great food great service 
2352,1,could not ask satisfying meal 
2353,1,food good 
2354,1,awesome 
2355,0,wanted leave 
2356,1,made drive way north scottsdale not one bit disappointed 
2357,0,not eating 
2358,0,owners really really need quit soooooo cheap let wrap freaking sandwich two papers not one 
2359,0,checked place couple years ago not impressed 
2360,0,chicken got definitely reheated ok wedges cold soggy 
2361,0,sorry not getting food anytime soon 
2362,1,absolute must visit 
2363,1,cow tongue cheek tacos amazing 
2364,0,friend not like bloody mary 
2365,0,despite hard rate businesses actually rare give 1 star 
2366,1,really want make experience good one 
2367,0,not return 
2368,0,chicken pho tasted bland 
2369,0,disappointing 
2370,1,grilled chicken tender yellow saffron seasoning 
2371,0,drive thru means not want wait around half hour food but somehow end going make us wait wait 
2372,1,pretty awesome place 
2373,1,ambience perfect 
2374,0,best luck rude non-customer service focused new management 
2375,0,grandmother make roasted chicken better one 
2376,0,asked multiple times wine list time ignored went hostess got one 
2377,1,staff always super friendly helpful especially cool bring two small boys baby 
2378,1,four stars food guy blue shirt great vibe still letting us eat 
2379,1,roast beef sandwich tasted really good 
2380,0,evening drastically sick 
2381,1,high-quality chicken chicken caesar salad 
2382,0,ordered burger rare came done 
2383,1,promptly greeted seated 
2384,0,tried go lunch madhouse 
2385,1,proven dead wrong sushi bar not quality great but service fast food impeccable 
2386,0,waiting hour seated not greatest moods 
2387,1,good joint 
2388,1,macarons insanely good 
2389,0,'m not eating 
2390,1,waiter attentive friendly informative 
2391,0,maybe not cold would somewhat edible 
2392,0,place lot promise but fails deliver 
2393,0,bad experience 
2394,0,mistake 
2395,0,food average best 
2396,1,great food 
2397,0,not going back anytime soon 
2398,0,disappointed ordered 35 big bay plater 
2399,1,great place relax awesome burger beer 
2400,1,perfect sit-down family meal get together friends 
2401,0,not much flavor poorly constructed 
2402,1,patio seating comfortable 
2403,0,fried rice dry well 
2404,1,hands favorite italian restaurant 
2405,1,screams legit book somethat also pretty rare vegas 
2406,1,not fun experience 
2407,1,atmosphere great lovely duo violinists playing songs requested 
2408,1,personally love hummus pita baklava falafels baba ganoush amazing eggplant 
2409,1,convenient since staying mgm 
2410,1,owners super friendly staff courteous 
2411,1,great 
2412,1,eclectic selection 
2413,1,sweet potato tots good but onion rings perfection close 
2414,1,staff attentive 
2415,1,chef generous time even came around twice take pictures 
2416,1,owner used work nobu place really similar half price 
2417,0,google mediocre imagine smashburger pop 
2418,0,dont go 
2419,1,promise not disappoint 
2420,0,sushi lover avoid place means 
2421,1,great double cheeseburger 
2422,1,awesome service food 
2423,1,fantastic neighborhood gem 
2424,1,not wait go back 
2425,0,plantains worst 've ever tasted 
2426,1,great place highly recommend 
2427,0,service slow not attentive 
2428,1,gave 5 stars 'm giving 5 stars 
2429,0,staff spends time talking 
2430,1,dessert panna cotta amazing 
2431,1,good food great atmosphere.1 
2432,1,damn good steak 
2433,0,total brunch fail 
2434,1,prices reasonable flavors spot sauce home made slaw not drenched mayo 
2435,1,decor nice piano music soundtrack pleasant 
2436,1,steak amazing rge fillet relleno best seafood plate ever 
2437,1,good food good service 
2438,1,absolutely amazing 
2439,0,probably not back honest 
2440,1,definitely back 
2441,1,sergeant pepper beef sandwich auju sauce excellent sandwich well 
2442,1,hawaiian breeze mango magic pineapple delight smoothies 've tried far good 
2443,0,went lunch service slow 
2444,0,much say place walked expected amazing but quickly disappointed 
2445,0,mortified 
2446,0,needless say never back 
2447,0,anyways food definitely not filling price pay expect 
2448,0,chips came dripping grease mostly not edible 
2449,0,not really impressed strip steak 
2450,1,going since 2007 every meal awesome 
2451,1,server nice attentive serving staff 
2452,1,cashier friendly even brought food 
2453,0,work hospitality industry paradise valley refrained recommending cibo longer 
2454,1,atmosphere fun 
2455,0,would not recommend others 
2456,1,service quick even go orders like like 
2457,0,mean really get famous fish chips terrible 
2458,1,said mouths bellies still quite pleased 
2459,0,not thing 
2460,1,2 thumbs 
2461,0,reading please not go 
2462,1,loved grilled pizza reminded legit italian pizza 
2463,1,pros large seating area/ nice bar area/ great simple drink menu/ best brick oven pizza homemade dough 
2464,1,really nice atmosphere 
2465,0,tonight elk filet special sucked 
2466,1,one bite hooked 
2467,0,ordered old classics new dishes going times sorely disappointed everything 
2468,1,cute quaint simple honest 
2469,1,chicken deliciously seasoned perfect fry outside moist chicken inside 
2470,1,food great always compliments chef 
2471,1,special thanks dylan t. recommendation order yummy tummy 
2472,1,awesome selection beer 
2473,1,great food awesome service 
2474,1,one nice thing added gratuity bill since party larger 6 8 not expect tip 
2475,0,fly apple juice .. fly 
2476,1,han nan chicken also tasty 
2477,1,service thought good 
2478,0,food barely lukewarm must sitting waiting server bring us 
2479,0,ryan bar definitely one edinburgh establishment not revisiting 
2480,1,nicest chinese restaurant 've 
2481,1,overall like food service 
2482,1,also serve indian naan bread hummus spicy pine nut sauce world 
2483,0,probably never coming back would not recommend 
2484,0,friend pasta -- also bad barely touched 
2485,1,try airport experience tasty food speedy friendly service 
2486,1,love decor chinese calligraphy wall paper 
2487,1,never anything complain 
2488,1,restaurant clean family restaurant feel 
2489,0,way fried 
2490,0,'m not sure long stood but long enough begin feel awkwardly place 
2491,0,opened sandwich impressed but not good way 
2492,0,not back 
2493,1,warm feeling service felt like guest special treat 
2494,1,extensive menu provides lots options breakfast 
2495,1,always order vegetarian menu dinner wide array options choose 
2496,0,watched prices inflate portions get smaller management attitudes grow rapidly 
2497,1,wonderful lil tapas ambience made feel warm fuzzy inside 
2498,1,got enjoy seafood salad fabulous vinegrette 
2499,1,wontons thin not thick chewy almost melt mouth 
2500,1,level 5 spicy perfect spice not over-whelm soup 
2501,1,sat right time server get go fantastic 
2502,0,main thing not enjoy crowd older crowd around mid 30s 
2503,1,'m side town definitely spot hit 
2504,0,wait 30 minutes get drink longer get 2 arepas 
2505,1,great place eat 
2506,1,jalapeno bacon soooo good 
2507,0,service poor thats nice 
2508,1,food good service good prices good 
2509,0,place not clean food oh stale 
2510,0,chicken dishes ok beef like shoe leather 
2511,0,but service beyond bad 
2512,1,'m happy 
2513,0,tasted like dirt 
2514,1,one places phoenix would definately go back 
2515,1,block amazing 
2516,1,close house low-key non-fancy affordable prices good food 
2517,1,hot sour egg flower soups absolutely 5 stars 
2518,0,sashimi poor quality soggy tasteless 
2519,1,great time family dinner sunday night 
2520,0,food not tasty not say real traditional hunan style 
2521,0,bother slow service 
2522,1,flair bartenders absolutely amazing 
2523,0,frozen margaritas way sugary taste 
2524,1,good ordered twice 
2525,0,nutshell 1 restaraunt smells like combination dirty fish market sewer 
2526,0,girlfriend veal bad 
2527,0,unfortunately not good 
2528,1,pretty satifying experience 
2529,1,join club get awesome offers via email 
2530,1,perfect someone likes beer ice cold case even colder 
2531,0,bland flavorless good way describing barely tepid meat 
2532,0,chains 'm fan beat place easily 
2533,1,nachos must 
2534,0,not coming back 
2535,1,not many words say place but everything pretty well 
2536,1,staff super nice quick even crazy crowds downtown juries lawyers court staff 
2537,1,great atmosphere friendly fast service 
2538,1,received pita huge lot meat thumbs 
2539,0,food arrives meh 
2540,0,paying 7.85 hot dog fries looks like came kid meal wienerschnitzel not idea good meal 
2541,1,classic maine lobster roll fantastic 
2542,0,brother law works mall ate day guess sick night 
2543,1,good going review place twice hereas tribute place tribute event held last night 
2544,1,chips salsa really good salsa fresh 
2545,1,place great 
2546,0,mediocre food 
2547,1,get inside impressed place 
2548,0,'m super pissd 
2549,1,service super friendly 
2550,0,sad little vegetables overcooked 
2551,1,place nice surprise 
2552,1,golden-crispy delicious 
2553,0,high hopes place since burgers cooked charcoal grill but unfortunately taste fell flat way flat 
2554,1,could eat bruschetta day devine 
2555,0,not single employee came see ok even needed water refill finally served us food 
2556,1,lastly mozzarella sticks best thing ordered 
2557,1,first time ever came amazing experience still tell people awesome duck 
2558,0,server negligent needs made us feel unwelcome would not suggest place 
2559,0,service terrible though 
2560,0,place overpriced not consistent boba really overpriced 
2561,0,packed 
2562,1,love place 
2563,1,say desserts yummy 
2564,0,food terrible 
2565,1,seasonal fruit fresh white peach puree 
2566,0,kept getting worse worse 'm officially done 
2567,0,place honestly blown 
2568,0,but definitely would not eat 
2569,0,not waste money 
2570,1,love put food nice plastic containers opposed cramming little paper takeout boxes 
2571,1,delicate thin moist 
2572,0,awful service 
2573,0,not ever go 
2574,0,food quality horrible 
2575,0,price think place would much rather gone 
2576,0,service fair best 
2577,0,love sushi but found kabuki over-priced over-hip under-services 
2578,0,favor stay away dish 
2579,0,poor service 
2580,0,one table thought food average worth wait 
2581,1,best service food ever maria server good friendly made day 
2582,1,excellent 
2583,0,paid bill but not tip felt server terrible job 
2584,1,lunch great experience 
2585,0,never bland food surprised considering article read focused much spices flavor 
2586,0,food way overpriced portions fucking small 
2587,1,recently tried caballero back every week since 
2588,0,40 bucks head really expect better food 
2589,1,food came good pace 
2590,1,ate twice last visit especially enjoyed salmon salad 
2591,0,not back 
2592,0,could not believe dirty oysters 
2593,0,place deserves stars 
2594,0,would not recommend place 
2595,1,fact 'm going round 4 stars awesome 
2596,0,disbelief dish qualified worst version foods ever tasted 
2597,0,bad day not low tolerance rude customer service people job nice polite wash dishes otherwise 
2598,1,potatoes great biscuit 
2599,0,probably would not go 
2600,1,flavorful perfect amount heat 
2601,1,price reasonable service great 
2602,0,wife hated meal coconut shrimp friends really not enjoy meals either 
2603,0,fella got huevos rancheros not look appealing 
2604,1,went happy hour great list wines 
2605,1,may say buffet pricey but think get pay place getting quite lot 
2606,0,probably not coming back 
2607,0,worst food/service 've 
2608,1,place pretty good nice little vibe restaurant 
2609,1,talk great customer service course back 
2610,0,hot dishes not hot cold dishes close room temp.i watched staff prepare food bare hands gloves.everything deep fried oil 
2611,1,love fries beans 
2612,1,always pleasure dealing 
2613,1,plethora salads sandwiches everything 've tried gets seal approval 
2614,1,place awesome want something light healthy summer 
2615,1,sushi strip place go 
2616,1,service great even manager came helped table 
2617,0,feel dining room college cooking course high class dining service slow best 
2618,0,started review two stars but 'm editing give one 
2619,0,worst sushi ever eat besides costco 
2620,1,excellent restaurant highlighted great service unique menu beautiful setting 
2621,1,boyfriend sat bar completely delightful experience 
2622,0,weird vibe owners 
2623,0,hardly meat 
2624,0,'ve better bagels grocery store 
2625,1,go place gyros 
2626,1,love owner/chef one authentic japanese cool dude 
2627,0,burgers not good pizza used amazing doughy flavorless 
2628,0,found six inch long piece wire salsa 
2629,0,service terrible food mediocre 
2630,1,definately enjoyed 
2631,0,ordered albondigas soup warm tasted like tomato soup frozen meatballs 
